测试脚本名称,性能检查点, 标准时间,超时标准,超时上限,竞品值,容忍值,业务场景,实测值,结果
6W_DWG地库图纸编辑_建筑单专业,打开带地库图纸平面视图,3.0,绝对值,3.3,2.7,3,1,2.047,提升
6W_DWG地库图纸编辑_建筑单专业,CAD图纸背景切换为前景,2.5,绝对值,2.8,1.7,1.7,1,0.796,提升
6W_DWG地库图纸编辑_建筑单专业,CAD图纸视图下界面风格切换,0.2,绝对值,0.5,2,2,1,0.469,正常
6W_DWG地库图纸编辑_建筑单专业,地库图纸删除,1.2,绝对值,1.5,2,2,1,0.531,提升
6W_幕墙_建筑单专业,创建直线幕墙,1.7,绝对值,1.8,9.85,3,1,1.016,提升
6W_幕墙_建筑单专业,删除幕墙,0.4,绝对值,0.5,1,1,1,0.265,提升
6W_幕墙_建筑单专业,删除幕墙undo,0.8,绝对值,0.9,1,1,1,0.5,提升
6W_幕墙_建筑单专业,幕墙移动,1.1,绝对值,1.2,8.1,2,1,0.547,提升
6W_幕墙_建筑单专业,幕墙复制,1.4,绝对值,1.5,12.1,2,1,0.656,提升
6W_幕墙_建筑单专业,幕墙编辑模式,0.7,绝对值,0.8,—,1.5,1,0.671,提升
6W_幕墙_建筑单专业,竖向网格修改,0.1,绝对值,0.2,—,0.3,1,0.141,正常
6W_幕墙_建筑单专业,幕墙网格编辑更新,5.0,绝对值,5.1,9.1,8,1,2.312,提升
6W_幕墙_建筑单专业,幕墙面板删除,0.2,绝对值,0.3,0.5,0.5,1,0.078,提升
6W_幕墙_建筑单专业,幕墙面板创建,0.1,绝对值,0.2,0.3,0.3,1,0.14,正常
6W_幕墙_建筑单专业,幕墙面板切换,1.0,绝对值,1.3,0.3,0.3,1,0.937,提升
6W_幕墙_建筑单专业,幕墙夹点编辑,0.5,绝对值,0.6,11.8,1,1,0.36,提升
6W_构件创建与编辑_建筑单专业,建筑单专业打开工作单元,40.0,相对值,0.1,5,10,1,38.438,正常
6W_构件创建与编辑_建筑单专业,板洞布置,0.0,绝对值,0.1,0.3,0.1,1,0.047,正常
6W_构件创建与编辑_建筑单专业,墙洞布置,0.1,绝对值,0.2,0.3,0.3,1,0.125,正常
6W_构件创建与编辑_建筑单专业,竖井布置,0.4,绝对值,0.5,0.3,0.3,1,0.329,提升
6W_构件创建与编辑_建筑单专业,排水沟布置,0.0,绝对值,0.1,—,0.1,1,0.031,正常
6W_构件创建与编辑_建筑单专业,集水井布置,0.2,绝对值,0.3,—,0.1,1,0.062,提升
6W_构件创建与编辑_建筑单专业,栏杆创建,0.2,绝对值,0.3,0.3,0.3,1,0.156,提升
6W_构件创建与编辑_建筑单专业,栏杆编辑,0.2,绝对值,0.3,0.3,0.3,1,0.157,提升
6W_构件创建与编辑_建筑单专业,墙附着,0.0,绝对值,0.1,0.3,0.1,1,0.031,正常
6W_构件创建与编辑_建筑单专业,首次参照结构,35.0,相对值,0.1,11,11,1,36.547,正常
6W_构件注释创建与编辑_建筑单专业,复制视图,3.5,绝对值,3.6,9.6,9.6,1,2.312,提升
6W_构件注释创建与编辑_建筑单专业,删除二维线,0.2,绝对值,0.3,0.3,0.2,1,0.187,提升
6W_构件注释创建与编辑_建筑单专业,二维线夹点编辑,0.1,绝对值,0.2,0.3,0.3,1,0.125,正常
6W_构件注释创建与编辑_建筑单专业,二维线格式刷,0.0,绝对值,0.1,0.3,0.3,1,0.032,正常
6W_构件注释创建与编辑_建筑单专业,引出标注创建,0.1,绝对值,0.2,—,0.3,1,0.078,提升
6W_构件注释创建与编辑_建筑单专业,引出标注夹点编辑,0.0,绝对值,0.1,—,0.1,1,0.031,正常
6W_构件注释创建与编辑_建筑单专业,双击编辑文字,0.0,绝对值,0.1,0.3,0.1,1,0.062,正常
6W_构件注释创建与编辑_建筑单专业,文字复制,0.0,绝对值,0.1,0.3,0.2,1,0.078,正常
6W_构件注释创建与编辑_建筑单专业,文字删除,0.0,绝对值,0.1,0.3,0.3,1,0.078,正常
6W_构件注释创建与编辑_建筑单专业,文字移动,0.0,绝对值,0.1,0.3,0.3,1,0.015,正常
6W_构件注释创建与编辑_建筑单专业,对齐标注双击编辑,0.0,绝对值,0.1,0.3,0.1,1,0.046,正常
6W_构件注释创建与编辑_建筑单专业,对齐标注增加界线,0.0,绝对值,0.1,0.3,0.1,1,0.032,正常
6W_构件注释创建与编辑_建筑单专业,角度标注创建,0.0,绝对值,0.1,0.3,0.1,1,0.015,正常
6W_构件注释创建与编辑_建筑单专业,做法标注创建,0.0,绝对值,0.1,—,0.1,1,0.047,正常
6W_构件注释创建与编辑_建筑单专业,房间注释移动,0.0,绝对值,0.1,0.3,0.3,1,0.063,正常
6W_构件注释创建与编辑_建筑单专业,房间注释编辑,0.1,绝对值,0.2,0.3,0.1,1,0.078,提升
6W_构件注释创建与编辑_建筑单专业,遮罩创建,0.1,绝对值,0.2,0.3,0.3,1,0.093,提升
6W_构件注释创建与编辑_建筑单专业,遮罩编辑模式,0.2,绝对值,0.3,0.3,0.5,1,0.25,正常
6W_构件注释创建与编辑_建筑单专业,遮罩完成编辑,0.2,绝对值,0.3,0.3,0.5,1,0.297,正常
6W_构件注释创建与编辑_建筑单专业,对齐标注移动,0.0,绝对值,0.1,0.3,0.3,1,0.015,正常
6W_构件注释创建与编辑_建筑单专业,平面视图裁剪,0.5,绝对值,0.6,4.4,1,1,0.344,提升
6W_构件注释创建与编辑_建筑单专业,平面注释裁剪,0.5,绝对值,0.6,3.2,0.3,1,0.468,提升
6W_构件注释创建与编辑_建筑单专业,裁剪框夹点编辑,0.5,绝对值,0.6,4.1,0.5,1,0.484,提升
6W_构件注释创建与编辑_建筑单专业,轴线批量调整,0.1,绝对值,0.2,0.3,0.3,1,0.094,提升
6W_构件注释创建与编辑_建筑单专业,框选索引创建,6.0,绝对值,6.3,—,3,1,4.453,提升
6W_楼梯坡道_建筑单专业,布置剪刀楼梯,0.4,绝对值,0.5,—,0.5,1,0.203,提升
6W_楼梯坡道_建筑单专业,布置双跑楼梯,0.2,绝对值,0.3,—,0.5,1,0.156,提升
6W_楼梯坡道_建筑单专业,楼梯切换上楼方向,0.0,绝对值,0.1,0.3,0.2,1,0.094,正常
6W_楼梯坡道_建筑单专业,移动楼梯,0.0,绝对值,0.1,0.3,0.3,1,0.078,正常
6W_楼梯坡道_建筑单专业,修改楼梯踏步数,0.0,绝对值,0.1,—,0.2,1,0.078,正常
6W_楼梯坡道_建筑单专业,修改梯间宽度,0.1,绝对值,0.2,—,0.2,1,0.094,提升
6W_楼梯坡道_建筑单专业,修改平台进深,0.1,绝对值,0.2,—,0.2,1,0.078,提升
6W_楼梯坡道_建筑单专业,创建自由楼梯,0.5,绝对值,0.6,0.3,0.3,1,0.437,提升
6W_楼梯坡道_建筑单专业,自由楼梯进入编辑模式,0.3,绝对值,0.4,0.5,0.5,1,0.25,提升
6W_楼梯坡道_建筑单专业,创建台阶,0.3,绝对值,0.4,—,0.5,1,0.344,正常
6W_楼梯坡道_建筑单专业,创建坡道,0.5,绝对值,0.6,—,0.5,1,0.484,提升
6W_楼梯坡道_建筑单专业,创建汽车坡道,0.0,绝对值,0.1,0.5,0.1,1,0.047,正常
6W_楼梯坡道_建筑单专业,汽车坡道进入编辑模式,0.3,绝对值,0.4,0.5,0.5,1,0.25,提升
6W_参数修改及显示过滤_链接结构,墙厚度切换类型,1.4,绝对值,1.5,0.7,0.7,1,0.891,提升
6W_参数修改及显示过滤_链接结构,门切换类型,0.2,绝对值,0.3,0.3,0.3,1,0.187,提升
6W_参数修改及显示过滤_链接结构,选择同类型墙,0.6,绝对值,0.7,1,1,1,0.39,提升
6W_参数修改及显示过滤_链接结构,框选所有,2.0,绝对值,2.3,1,1,1,1.359,提升
6W_参数修改及显示过滤_链接结构,选择过滤墙构件,0.8,绝对值,0.9,1.1,1,1,0.719,提升
6W_参数修改及显示过滤_链接结构,选择楼板隐藏所选,0.4,绝对值,0.5,1.2,0.5,1,0.234,提升
6W_参数修改及显示过滤_链接结构,进入显示/隐藏模式,2.5,绝对值,2.8,9.4,2,1,1.688,提升
6W_参数修改及显示过滤_链接结构,退出显示/隐藏模式,4.0,绝对值,4.5,6.88,1,1,3.125,提升
6W_参数修改及显示过滤_链接结构,显示全部,0.5,绝对值,1.0,,0.5,1,0.359,提升
6W_参数修改及显示过滤_链接结构,隐藏结构梁构件,0.0,绝对值,0.1,,0.3,1,0.031,正常
6W_协同环境导出_链接结构,平面视图应用视图样板,3.0,绝对值,3.3,2,2,1,2.609,提升
6W_协同环境导出_链接结构,导出B1平面视图,15.0,绝对值,20.0,10,10,1,9.063,提升
6W_协同环境导出_链接结构,导出南立面视图,10.0,绝对值,11.0,3,5,1,5.578,提升
6W_协同环境导出_链接结构,导出1-1剖面视图,1.5,绝对值,1.8,1,1,1,0.813,提升
6W_协同环境导出_链接结构,批量导出平立剖视图,21.0,绝对值,22.0,10,10,1,14.281,提升
6W_视图创建与编辑_链接结构,平面视图复制对象,0.6,绝对值,0.9,10.35,1,1,0.64,正常
6W_视图创建与编辑_链接结构,平面视图显示裁剪框,0.1,绝对值,0.2,0.3,0.3,1,0.093,提升
6W_视图创建与编辑_链接结构,平面视图视口裁剪,0.6,绝对值,0.9,3.9,0.5,1,0.516,提升
6W_视图创建与编辑_链接结构,平面视图裁剪框夹点编辑,1.0,绝对值,1.3,3.5,1,1,0.719,提升
6W_视图创建与编辑_链接结构,生成局部三维视图,0.0,绝对值,0.3,1,0.1,1,0.125,正常
6W_视图创建与编辑_链接结构,局部三维剖面框夹点编辑,0.8,绝对值,1.1,0.7,0.7,1,0.782,提升
6W_视图创建与编辑_链接结构,创建分层建筑面积视图,6.0,绝对值,6.3,,8,1,5.829,提升
6W_视图创建与编辑_链接结构,协同扣减,160.0,相对值,0.2,—,180,0,154.531,正常
6W_视图创建与编辑_链接结构,批量更新房间,8.0,绝对值,9.0,—,10,0,4.938,提升
6W_视图创建与编辑_链接结构,消隐,160.0,相对值,0.1,—,180,0,160.437,正常
6W_视图创建与编辑_链接结构,模型检查,5.5,绝对值,6.0,—,3,0,6.281,衰退
6W_门窗与图纸_链接结构,创建门窗大样图,2.0,绝对值,2.5,—,1,1,1.344,提升
6W_门窗与图纸_链接结构,门窗大样图夹点编辑,0.5,绝对值,0.8,—,0.5,1,0.359,提升
6W_门窗与图纸_链接结构,门窗大样图移动,0.3,绝对值,0.6,—,0.5,1,0.234,提升
6W_门窗与图纸_链接结构,生成标准门窗表,1.7,绝对值,2.0,—,3,1,1.312,提升
6W_门窗与图纸_链接结构,创建图纸,0.3,绝对值,0.4,—,0.5,1,0.265,提升
6W_门窗与图纸_链接结构,放置视口,0.5,绝对值,0.6,—,1,1,0.36,提升
6W_通用编辑_建筑链接全专业,全专业_平面视图视图缩放,0.5,绝对值,0.6,0.3,0.3,1,0.437,提升
6W_通用编辑_建筑链接全专业,全专业_打开三维视图,3.7,绝对值,4.0,3.7,3.7,1,2.547,提升
6W_通用编辑_建筑链接全专业,全专业_关闭平面视图,0.4,绝对值,0.7,0.2,0.5,1,0.375,提升
6W_通用编辑_建筑链接全专业,全专业_隐藏结构楼板,0.1,绝对值,0.4,6.5,0.5,1,0.328,正常
6W_通用编辑_建筑链接全专业,全专业_隐藏电气专业,0.8,绝对值,1.1,1.5,1.5,1,0.563,提升
6W_通用编辑_建筑链接全专业,全专业_打开平面视图,5.0,绝对值,5.3,2.3,6,1,3.562,提升
6W_通用编辑_建筑链接全专业,全专业_创建局部三维视图,2.5,绝对值,3.0,7.2,5,1,1.532,提升
6W_通用编辑_建筑链接全专业,全专业_切换视图比例,2.5,绝对值,2.8,1.6,1.5,1,1.796,提升
6W_通用编辑_建筑链接全专业,全专业_切换显示模式,0.2,绝对值,0.5,8.3,0.3,1,0.14,提升
6W_通用编辑_建筑链接全专业,全专业_切换可见构件范围,5.2,绝对值,5.5,5.8,8,1,3.891,提升
6W_通用编辑_建筑链接全专业,全专业_应用视图样板,9.0,绝对值,9.3,5.8,5.8,1,6.781,提升
6W_通用编辑_建筑链接全专业,全专业_应用视图样板编辑应用,3.0,绝对值,3.3,5.8,5.8,1,1.234,提升
6W_通用编辑_建筑链接全专业,全专业_导出B1平面视图,50.0,相对值,0.1,30,30,1,22.578,提升
6W_通用编辑_建筑链接全专业,全专业_保存工作单元,30.0,绝对值,35.0,10,5,1,31.329,正常
6W_通用编辑_建筑链接全专业,全专业_关闭工作单元,1.8,绝对值,2.1,2,180,1,1.313,提升
6W_协同扣减与消隐_链接结构,协同扣减,150.0,相对值,0.05,,180,1,145.719,正常
6W_协同扣减与消隐_链接结构,房间更新,8.0,绝对值,9.0,,10,1,4.859,提升
6W_协同扣减与消隐_链接结构,连接线消隐,13.0,绝对值,13.5,,60,1,13.313,正常
含山医院_单专业,含山医院_打开工作单元,69.0,绝对值,74.0,,,0,67.938,提升
含山医院_单专业,含山医院_首次打开5F平面视图,1.5,绝对值,1.8,,,0,0.953,提升
含山医院_单专业,含山医院_复制视图,2.0,绝对值,2.3,,,0,0.969,提升
含山医院_单专业,含山医院_墙夹点编辑,0.0,绝对值,0.1,,,0,0.047,正常
含山医院_单专业,含山医院_批量更新房间,2.0,绝对值,2.3,,,0,2.297,正常
含山医院_单专业,含山医院_链接结构,5.0,绝对值,5.5,,,0,4.859,提升
含山医院_单专业,含山医院_同专业链接,11.0,绝对值,12.0,,,0,9.578,提升
含山医院_单专业,含山医院_关闭工作单元,0.0,绝对值,0.1,,,0,0.0,正常
含山医院_协同环境_建筑单专业,高频_柱创建,0.1,绝对值,0.2,,0.5,0
含山医院_协同环境_建筑单专业,高频_墙创建,0.3,绝对值,0.4,,0.5,0
含山医院_协同环境_建筑单专业,高频_墙删除,0.2,绝对值,0.3,,0.5,0
含山医院_协同环境_建筑单专业,高频_墙删除undo,0.0,绝对值,0.1,,0.5,0
含山医院_协同环境_建筑单专业,高频_房间布置,0.1,绝对值,0.2,,0.5,0
含山医院_协同环境_建筑单专业,高频_房间删除,0.0,绝对值,0.1,,0.5,0
含山医院_协同环境_建筑单专业,高频_门创建,0.1,绝对值,0.2,,0.5,0
含山医院_协同环境_建筑单专业,高频_门类型切换,0.2,绝对值,0.3,,0.5,0
含山医院_协同环境_建筑单专业,高频_门删除,0.1,绝对值,0.2,,0.5,0
含山医院_协同环境_建筑单专业,高频_窗创建,0.0,绝对值,0.1,,0.5,0
含山医院_协同环境_建筑单专业,高频_窗类型切换,0.2,绝对值,0.3,,0.5,0
含山医院_协同环境_建筑单专业,高频_窗删除,0.1,绝对值,0.2,,0.5,0
含山医院_协同环境_建筑单专业,高频_楼板进入编辑模式,0.4,绝对值,0.5,,1,0
含山医院_协同环境_建筑单专业,高频_楼板退出编辑模式,0.2,绝对值,0.3,,1,0
含山医院_协同环境_建筑单专业,高频_切换视图,0.2,绝对值,0.3,,1,0
含山医院_协同环境_建筑单专业,高频_视图缩放,0.0,绝对值,0.1,,0.5,0
含山医院_协同环境_建筑单专业,高频_平面对齐标注创建,0.0,绝对值,0.1,,0.5,0
含山医院_协同环境_建筑单专业,高频_平面门窗三道尺寸创建,0.0,绝对值,0.1,,0.5,0
含山医院_协同环境_建筑单专业,高频_立面对齐标注创建,0.1,绝对值,0.2,,0.5,0
含山医院_协同环境_建筑单专业,高频_剖面对齐标注创建,0.0,绝对值,0.1,,0.5,0
含山医院_链接结构,含山医院_打开工作单元,151.0,相对值,0.1,,,0,151.672,正常
含山医院_链接结构,含山医院_结构参照更新,25.0,相对值,0.1,,,0,25.625,正常
含山医院_链接结构,含山医院_首次打开5F平面视图,1.5,绝对值,1.6,,,0,1.109,提升
含山医院_链接结构,含山医院_关闭工作单元,0.0,绝对值,0.1,,,0,0.0,正常
含山医院_全专业,含山医院_有缓存打开工作单元,240.0,相对值,0.1,,,0,242.093,正常
含山医院_全专业,含山医院_打开5F平面视图,2.2,绝对值,2.7,,,0,1.422,提升
含山医院_全专业,含山医院_打开三维视图,3.5,绝对值,4.0,,,0,1.922,提升
含山医院_全专业,含山医院_平立剖批量导出,40.0,绝对值,45.0,,,0,27.422,提升
含山医院_全专业,高频_含山医院_应用视图样板,4.0,绝对值,4.3,,5,0,2.531,提升
含山医院_全专业,高频_含山医院_视图样板对象样式修改,2.2,绝对值,2.5,,3,0,0.625,提升
含山医院_全专业,高频_含山医院_局部三维视图裁剪框夹点编辑,1.0,绝对值,1.3,,1,0,0.625,提升
含山医院_全专业,高频_含山医院_高频平立剖批量分开导出,50.0,相对值,0.1,,43,0,30.625,提升
含山医院_全专业,含山医院_关闭工作单元,2.2,绝对值,2.5,,,0,1.704,提升
儿童医院_建筑单专业,儿童医院_打开工作单元,50.0,相对值,0.1,,,0,47.922,正常
儿童医院_建筑单专业,儿童医院_首次打开2F平面视图,2.2,绝对值,2.5,,,0,1.859,提升
儿童医院_建筑单专业,儿童医院_首次打开三维视图,2.5,绝对值,3.0,,,0,1.64,提升
儿童医院_建筑单专业,儿童医院_创建幕墙,1.0,绝对值,1.1,,,0,1.0,正常
儿童医院_建筑单专业,儿童医院_幕墙进入编辑模式,0.7,绝对值,1.0,,,0,0.688,提升
儿童医院_建筑单专业,儿童医院_幕墙退出编辑模式,3.3,绝对值,3.5,,,0,3.172,提升
儿童医院_建筑单专业,儿童医院_幕墙夹点编辑,0.2,绝对值,0.3,,,0,0.156,提升
儿童医院_建筑单专业,儿童医院_幕墙面板匹配类型,0.1,绝对值,0.2,,,0,0.109,正常
儿童医院_建筑单专业,儿童医院_2F平面应用视图样板,1.6,绝对值,1.9,,,0,0.61,提升
儿童医院_建筑单专业,儿童医院_导出2F平面视图,13.0,绝对值,14.0,,,0,3.187,提升
儿童医院_建筑单专业,儿童医院_平立剖批量导出,50.0,相对值,0.05,,,0,13.5,提升
儿童医院_建筑单专业,儿童医院_关闭工作单元,0.0,绝对值,0.1,,,0,0.0,正常
3W_模型检查,模型检查_构件完全重叠_创建模型检查报告,5.28,绝对值,6.0,,,0,5.422,正常
3W_模型检查,模型检查_构件完全重叠_打开模型检查报告,1.5,绝对值,2.0,,,0,1.453,提升
3W_模型检查,模型检查_构件完全重叠_定位模块外,1.5,绝对值,1.8,,,0,1.328,提升
3W_模型检查,模型检查_构件完全重叠_定位模块内,1.4,绝对值,1.7,,,0,1.281,提升
3W_模型检查,模型检查_构件完全重叠_三维视图切换到平面视图,1.2,绝对值,1.5,,,0,0.422,提升
3W_模型检查,模型检查_构件完全重叠_刷新模型检查报告,3.0,绝对值,3.6,,,0,2.734,提升
3W_模型检查,模型检查_构件完全重叠_退出模型检查报告,1.7,绝对值,2.1,,,0,1.766,正常
3W_模型检查,模型检查_内外墙参数未定义_创建模型检查报告,5.5,绝对值,6.5,,,0,4.984,提升
3W_模型检查,模型检查_内外墙参数未定义_打开模型检查报告,2.1,绝对值,2.5,,,0,2.0,提升
3W_模型检查,模型检查_内外墙参数未定义_退出模型检查报告,1.5,绝对值,2.0,,,0,1.313,提升
3W_模型检查,模型检查_构件部分相交_创建模型检查报告,14.5,绝对值,17.4,,,0,6.765,提升
3W_模型检查,模型检查_构件部分相交_打开模型检查报告,1.8,绝对值,2.5,,,0,1.625,提升
3W_模型检查,模型检查_构件部分相交_退出模型检查报告,1.2,绝对值,1.8,,,0,1.14,提升
模型检查卡死,执行模型检查,7.4,绝对值,8.5,,,0,7.687,正常
模型检查卡,模型检查卡,14.0,绝对值,17.0,,,0,13.406,提升
模型检查卡住,模型检查卡住,6.6,绝对值,7.5,,,0,6.953,正常
创建框选索引,框选索引创建,9.0,绝对值,10.0,,,0,8.703,提升
3W_协同环境_创建打开退出模型检查报告,高频_模型检查_创建模型检查报告,24.0,相对值,0.2,,40,1,16.735,提升
3W_协同环境_创建打开退出模型检查报告,高频_模型检查_打开模型检查报告,5.0,相对值,0.2,,5,1,0.672,提升
3W_协同环境_创建打开退出模型检查报告,高频_模型检查_退出模型检查报告,3.5,相对值,0.2,,6,1,0.094,提升
3W_协同环境_创建打开退出模型检查报告,模型检查_构件完全重叠_创建模型检查报告,2.907,相对值,0.2,,5,1,3.188,正常
3W_协同环境_创建打开退出模型检查报告,模型检查_构件完全重叠_打开模型检查报告,0.204,相对值,0.2,,1,1,0.203,正常
3W_协同环境_创建打开退出模型检查报告,模型检查_构件完全重叠_退出模型检查报告,0.156,相对值,0.2,,1,1,0.109,提升
3W_协同环境_创建打开退出模型检查报告,模型检查_内外墙参数未定义_创建模型检查报告,3.922,相对值,0.2,,5,1,4.14,正常
3W_协同环境_创建打开退出模型检查报告,模型检查_内外墙参数未定义_打开模型检查报告,0.547,相对值,0.2,,1,1,0.532,正常
3W_协同环境_创建打开退出模型检查报告,模型检查_内外墙参数未定义_退出模型检查报告,0.094,绝对值,0.2,,1,1,0.094,正常
3W_协同环境_创建打开退出模型检查报告,模型检查_构件部分相交_创建模型检查报告,4.0,相对值,0.2,,5,1,4.344,正常
3W_协同环境_创建打开退出模型检查报告,模型检查_构件部分相交_打开模型检查报告,0.313,相对值,0.2,,1,1,0.313,正常
3W_协同环境_创建打开退出模型检查报告,模型检查_构件部分相交_退出模型检查报告,0.094,绝对值,0.2,,1,1,0.094,正常
3W_协同环境_模型检查报告定位模块内外,模型检查_定位模块外,1.2,相对值,0.2,,3,1,1.062,正常
3W_协同环境_模型检查报告定位模块内外,模型检查_退出定位模块外,1.8,相对值,0.2,,3,1,0.922,提升
3W_协同环境_模型检查报告定位模块内外,模型检查_定位模块内,1.2,相对值,0.2,,3,1,0.875,提升
3W_协同环境_模型检查报告定位模块内外,模型检查_退出定位模块内,1.6,相对值,0.2,,3,1,0.984,提升
3W_协同环境_区分内外墙,高频_区分内外墙_内墙快刷,0.8,相对值,0.2,,3,1,0.625,提升
3W_协同环境_区分内外墙,区分内外墙_内墙隐藏,1.2,相对值,0.2,,3,1,1.11,正常
3W_协同环境_区分内外墙,区分内外墙_智能区分内外墙,0.5,相对值,0.2,,10,1,0.39,提升
3W_协同环境_模型检查报告三维视图与平面视图切换,高频_模型检查_三维视图切换到平面视图,1.6,相对值,0.2,,4,1,0.984,提升
3W_协同环境_模型检查报告三维视图与平面视图切换,高频_模型检查_平面视图切换到三维视图,1.8,相对值,0.2,,5,1,1.078,提升
3W_协同环境_墙相交修复,高频_模型检查_刷新模型检查报告,3.5,相对值,0.2,,10,1,2.484,提升
3W_协同环境_墙相交修复,模型检查_展开构件部分相交,0.1,绝对值,0.2,,0.3,1,0.032,提升
3W_协同环境_墙相交修复,模型检查_收起构件部分相交,0.1,相对值,0.2,,0.3,1,0.031,提升
3W_协同环境_墙相交修复,模型检查_进入批量修复墙相交,3.453,相对值,0.2,,1,1,3.094,正常
3W_协同环境_墙相交修复,模型检查_点选修复墙相交,1.0,相对值,0.2,,1,1,0.829,正常
3W_协同环境_墙相交修复,模型检查_框选修复墙相交,8.5,相对值,0.2,,10,1,7.687,正常
3W_协同环境_墙相交修复,模型检查_撤销框选修复墙相交,12.0,相对值,0.2,,10,1,9.266,提升
3W_协同环境_墙相交修复,模型检查_退出批量修复墙相交,1.3,相对值,0.2,,6,1,0.891,提升
3W_协同环境_模型检查智能修复,模型检查_智能修复_构件完全重叠,5.0,相对值,0.2,,38,1,2.844,提升
6W_协同环境_区分内外墙,高频_区分内外墙_内墙快刷,1.5,相对值,0.2,,3,1,0.875,提升
6W_协同环境_区分内外墙,区分内外墙_内墙隐藏,0.3,相对值,0.2,,3,1,0.141,提升
6W_协同环境_区分内外墙,区分内外墙_智能区分内外墙,1.0,相对值,0.2,,10,1,0.765,提升
6W_协同环境_创建打开退出模型检查报告,高频_模型检查_创建模型检查报告,3.3,相对值,0.2,,10,1
6W_协同环境_创建打开退出模型检查报告,高频_模型检查_打开模型检查报告,0.6,绝对值,0.8,,3,1
6W_协同环境_创建打开退出模型检查报告,高频_模型检查_退出模型检查报告,0.5,相对值,0.5,,6,1
6W_协同环境_创建打开退出模型检查报告,模型检查_内外墙参数未定义_创建模型检查报告,1.109,相对值,0.2,,3,1
6W_协同环境_创建打开退出模型检查报告,模型检查_内外墙参数未定义_打开模型检查报告,0.468,绝对值,0.8,,1,1
6W_协同环境_创建打开退出模型检查报告,模型检查_内外墙参数未定义_退出模型检查报告,0.328,相对值,0.5,,1,1
6W_协同环境_创建打开退出模型检查报告,模型检查_构件部分相交_创建模型检查报告,0.953,相对值,0.5,,1,1
6W_协同环境_创建打开退出模型检查报告,模型检查_构件部分相交_打开模型检查报告,0.406,绝对值,0.7,,1,1
6W_协同环境_创建打开退出模型检查报告,模型检查_构件部分相交_退出模型检查报告,0.313,相对值,0.5,,1,1
6W_协同环境_创建打开退出模型检查报告,模型检查_房间不闭合或重叠_创建模型检查报告,2.219,相对值,0.2,,3,1
6W_协同环境_创建打开退出模型检查报告,模型检查_房间不闭合或重叠_打开模型检查报告,0.375,绝对值,0.5,,1,1
6W_协同环境_创建打开退出模型检查报告,模型检查_房间不闭合或重叠_退出模型检查报告,0.281,相对值,0.5,,1,1
6W_协同环境_模型检查报告定位模块内外,模型检查_定位模块外,1.0,相对值,0.2,,3,1,1.0,正常
6W_协同环境_模型检查报告定位模块内外,模型检查_退出定位模块外,0.7,绝对值,1.0,,3,1,0.64,提升
6W_协同环境_模型检查报告三维视图与平面视图切换,高频_模型检查_三维视图切换到平面视图,0.4,绝对值,0.6,,4,1,0.36,提升
6W_协同环境_模型检查报告三维视图与平面视图切换,高频_模型检查_平面视图切换到三维视图,1.6,相对值,0.2,,5,1,1.156,提升
6W_协同环境_墙相交修复,高频_模型检查_刷新模型检查报告,2.0,相对值,0.2,,10,1,0.234,提升
6W_协同环境_墙相交修复,模型检查_展开构件部分相交,0.2,相对值,0.2,,1,1,0.078,提升
6W_协同环境_墙相交修复,模型检查_收起构件部分相交,0.3,绝对值,0.4,,1,1,0.094,提升
6W_协同环境_墙相交修复,模型检查_进入批量修复墙相交,0.641,相对值,0.2,,1,1,0.64,正常
6W_协同环境_墙相交修复,模型检查_点选修复墙相交,0.2,相对值,0.2,,1,1,0.25,衰退
6W_协同环境_墙相交修复,模型检查_框选修复墙相交,2.5,相对值,0.2,,5,1,2.641,正常
6W_协同环境_墙相交修复,模型检查_撤销框选修复墙相交,1.0,相对值,0.2,,5,1,0.781,提升
6W_协同环境_墙相交修复,模型检查_退出批量修复墙相交,0.3,绝对值,0.5,,5,1,0.312,正常
3W_协同环境_模型检查报告定位模块内外_不涉及视图变化,高频_模型检查_定位模块外,0.9,相对值,0.2,,2,1,0.907,正常
3W_协同环境_模型检查报告定位模块内外_不涉及视图变化,高频_模型检查_退出定位模块外,1.5,相对值,0.2,,2,1,1.546,正常
3W_协同环境_模型检查报告定位模块内外_不涉及视图变化,高频_模型检查_定位模块内,1.3,相对值,0.2,,2,1,1.11,正常
3W_协同环境_模型检查报告定位模块内外_不涉及视图变化,高频_模型检查_退出定位模块内,2.0,相对值,0.2,,2,1,1.812,正常
6W_协同环境_模型检查报告定位模块内外_不涉及视图变化,高频_模型检查_定位模块外,0.3,相对值,0.2,,2,1,0.328,正常
6W_协同环境_模型检查报告定位模块内外_不涉及视图变化,高频_模型检查_退出定位模块外,0.3,相对值,0.2,,2,1,0.297,正常
10w_协同_视图旋转_建筑,单视图旋转45°_建筑,2.6,相对值,0.15,3.45,4,1,1.984,提升
10w_协同_导入DWG_建筑,高频_导入DWG图纸_建筑,0.22,相对值,0.1,1,0.5,1,0.219,正常
10w_协同_导入DWG_建筑,高频_框选DWG_建筑,0.1,相对值,0.1,0.5,0.5,1,0.078,提升
10w_协同_导入DWG_建筑,移动DWG_建筑,0.35,相对值,0.1,0.6,0.5,1,0.219,提升
10w_协同_导入DWG_建筑,删除DWG_建筑,0.3,相对值,0.1,0.1,0.5,1,0.265,提升
